date,store_id,sku_id,category,qty,price,promo
2024-01-06,312,64501,Ноутбуки,3,25635.75,0
2024-01-06,312,64502,Ноутбуки,9,20794.39,0
2024-01-06,312,64503,Ноутбуки,3,25902.48,0
2024-01-06,312,64504,Ноутбуки,8,40110.84,0
2024-01-06,312,64505,Смартфони,6,30610.58,0
2024-01-06,312,64506,Смартфони,4,9349.94,0
2024-01-06,312,64507,Смартфони,17,14263.49,0
2024-01-06,312,64508,Смартфони,8,17694.5,0
2024-01-06,312,64509,Смартфони,19,32808.86,0
2024-01-06,312,64510,Холодильники,2,24227.03,0
2024-01-06,312,64511,Холодильники,4,18736.69,0
2024-01-06,312,64512,Холодильники,7,32550.28,1
2024-01-06,312,64513,Холодильники,1,36683.2,0
2024-01-06,312,64514,Холодильники,1,21557.37,0
2024-01-07,215,64500,Ноутбуки,4,31372.42,1
2024-01-07,215,64501,Ноутбуки,2,26001.46,0
2024-01-07,215,64502,Ноутбуки,4,20155.75,0
2024-01-07,215,64503,Ноутбуки,4,24574.39,0
2024-01-07,215,64504,Ноутбуки,4,41945.89,0
2024-01-07,215,64505,Смартфони,9,28508.77,0
2024-01-07,215,64506,Смартфони,17,9151.37,0
2024-01-07,215,64507,Смартфони,19,14084.6,0
2024-01-07,215,64508,Смартфони,5,16518.98,0
2024-01-07,215,64509,Смартфони,16,34350.34,0
2024-01-07,215,64510,Холодильники,2,22534.52,1
2024-01-07,215,64511,Холодильники,2,19728.31,0
2024-01-07,215,64512,Холодильники,2,36887.57,0
2024-01-07,215,64513,Холодильники,1,34916.56,0
2024-01-07,215,64514,Холодильники,4,22403.89,0
2024-01-07,312,64500,Ноутбуки,4,33955.6,0
2024-01-07,312,64501,Ноутбуки,1,26345.45,0
2024-01-07,312,64502,Ноутбуки,6,21676.55,0
2024-01-07,312,64503,Ноутбуки,5,25019.58,0
2024-01-07,312,64504,Ноутбуки,2,39577.08,0
2024-01-07,312,64505,Смартфони,8,28744.87,0
2024-01-07,312,64506,Смартфони,14,9404.99,0
2024-01-07,312,64507,Смартфони,15,13397.2,0
2024-01-07,312,64508,Смартфони,10,16660.17,0
2024-01-07,312,64509,Смартфони,7,33448.05,0
2024-01-07,312,64510,Холодильники,3,24719.92,0
2024-01-07,312,64511,Холодильники,4,19629.77,0
2024-01-07,312,64512,Холодильники,1,35711.65,0
2024-01-07,312,64513,Холодильники,1,36966.83,0
2024-01-07,312,64514,Холодильники,2,19785.87,1
2024-01-08,215,64500,Ноутбуки,1,35199.47,0
2024-01-08,215,64501,Ноутбуки,1,25036.29,0
2024-01-08,215,64502,Ноутбуки,9,19098.33,1
2024-01-08,215,64503,Ноутбуки,1,26731.18,0
2024-01-08,215,64504,Ноутбуки,4,39926.95,0
2024-01-08,215,64505,Смартфони,3,29077.12,0
2024-01-08,215,64506,Смартфони,11,9076.99,0
2024-01-08,215,64507,Смартфони,11,13635.16,0
2024-01-08,215,64508,Смартфони,15,16756.86,0
2024-01-08,215,64509,Смартфони,19,33786.35,0
2024-01-08,215,64510,Холодильники,6,23546.36,0
2024-01-08,215,64511,Холодильники,9,19514.82,0
2024-01-08,215,64512,Холодильники,1,35001.14,0
2024-01-08,215,64513,Холодильники,2,34042.18,0
2024-01-08,215,64514,Холодильники,2,22388.46,0
2024-01-08,312,64500,Ноутбуки,2,34784.83,0
2024-01-08,312,64501,Ноутбуки,3,24400.05,0
2024-01-08,312,64502,Ноутбуки,1,19823.7,0
2024-01-08,312,64503,Ноутбуки,5,24130.15,1
2024-01-08,312,64504,Ноутбуки,5,41257.14,0
2024-01-08,312,64505,Смартфони,2,28517.83,0
2024-01-08,312,64506,Смартфони,9,8982.0,0
2024-01-08,312,64507,Смартфони,12,14211.12,0
2024-01-08,312,64508,Смартфони,2,16961.65,0
2024-01-08,312,64509,Смартфони,17,31569.84,0
2024-01-08,312,64510,Холодильники,2,24164.6,0
2024-01-08,312,64511,Холодильники,6,18774.55,0
2024-01-08,312,64512,Холодильники,0,35155.95,0
2024-01-08,312,64513,Холодильники,0,37824.91,0
2024-01-08,312,64514,Холодильники,0,21040.16,0
2024-01-09,215,64500,Ноутбуки,4,36288.77,0
2024-01-09,215,64501,Ноутбуки,3,25970.61,0
2024-01-09,215,64502,Ноутбуки,5,20480.89,0
2024-01-09,215,64503,Ноутбуки,5,25899.37,0
2024-01-09,215,64504,Ноутбуки,2,42435.59,0
2024-01-09,215,64505,Смартфони,8,27972.09,0
2024-01-09,215,64506,Смартфони,10,9687.34,0
2024-01-09,215,64507,Смартфони,12,13941.14,0
2024-01-09,215,64508,Смартфони,11,15883.5,0
2024-01-09,215,64509,Смартфони,16,32991.3,0
2024-01-09,215,64510,Холодильники,5,23551.01,0
2024-01-09,215,64511,Холодильники,6,19718.32,0
2024-01-09,215,64512,Холодильники,4,33953.07,0
2024-01-09,215,64513,Холодильники,2,36950.79,0
2024-01-09,215,64514,Холодильники,1,22761.3,0
2024-01-09,312,64500,Ноутбуки,1,34908.84,0
2024-01-09,312,64501,Ноутбуки,6,26260.08,0
2024-01-09,312,64502,Ноутбуки,4,20946.59,0
2024-01-09,312,64503,Ноутбуки,4,25764.6,0
2024-01-09,312,64504,Ноутбуки,2,38499.36,0
2024-01-09,312,64505,Смартфони,7,29241.79,0
2024-01-09,312,64506,Смартфони,6,8980.23,0
2024-01-09,312,64507,Смартфони,17,14182.06,0
2024-01-09,312,64508,Смартфони,11,17699.69,0
2024-01-09,312,64509,Смартфони,10,34052.52,0
2024-01-09,312,64510,Холодильники,1,24822.75,0
2024-01-09,312,64511,Холодильники,3,18572.89,0
2024-01-09,312,64512,Холодильники,2,29296.27,1
2024-01-09,312,64513,Холодильники,0,33520.39,0
2024-01-09,312,64514,Холодильники,3,20535.2,0
2024-01-10,215,64500,Ноутбуки,4,33572.04,0
2024-01-10,215,64501,Ноутбуки,6,25565.98,0
2024-01-10,215,64502,Ноутбуки,5,20194.43,0
2024-01-10,215,64503,Ноутбуки,4,25521.69,0
2024-01-10,215,64504,Ноутбуки,0,39211.15,0
2024-01-10,215,64505,Смартфони,10,30558.27,0
2024-01-10,215,64506,Смартфони,16,9153.16,0
2024-01-10,215,64507,Смартфони,11,14286.83,0
2024-01-10,215,64508,Смартфони,10,16847.0,0
2024-01-10,215,64509,Смартфони,10,33099.99,0
2024-01-10,215,64510,Холодильники,5,25132.33,0
2024-01-10,215,64511,Холодильники,6,18639.61,0
2024-01-10,215,64512,Холодильники,2,35028.97,0
2024-01-10,215,64513,Холодильники,2,37639.72,0
2024-01-10,215,64514,Холодильники,4,20995.22,0
2024-01-10,312,64500,Ноутбуки,2,35044.78,0
2024-01-10,312,64501,Ноутбуки,2,25376.83,0
2024-01-10,312,64502,Ноутбуки,2,21988.99,0
2024-01-10,312,64503,Ноутбуки,2,23434.67,1
2024-01-10,312,64504,Ноутбуки,3,39930.0,0
2024-01-10,312,64505,Смартфони,4,31345.58,0
2024-01-10,312,64506,Смартфони,8,9477.25,0
2024-01-10,312,64507,Смартфони,9,14326.88,0
2024-01-10,312,64508,Смартфони,7,16926.34,0
2024-01-10,312,64509,Смартфони,8,33548.81,0
2024-01-10,312,64510,Холодильники,3,24049.52,0
2024-01-10,312,64511,Холодильники,2,19463.02,0
2024-01-10,312,64512,Холодильники,1,34971.99,0
2024-01-10,312,64513,Холодильники,1,36233.32,0
2024-01-10,312,64514,Холодильники,0,22481.41,0
2024-01-11,215,64500,Ноутбуки,0,35158.85,0
2024-01-11,215,64501,Ноутбуки,6,26117.68,0
2024-01-11,215,64502,Ноутбуки,5,21284.85,0
2024-01-11,215,64503,Ноутбуки,5,25236.66,0
2024-01-11,215,64504,Ноутбуки,7,40494.15,0
2024-01-11,215,64505,Смартфони,2,28871.18,0
2024-01-11,215,64506,Смартфони,13,9221.15,0
2024-01-11,215,64507,Смартфони,18,13330.53,0
2024-01-11,215,64508,Смартфони,6,16066.73,0
2024-01-11,215,64509,Смартфони,15,34005.69,0
2024-01-11,215,64510,Холодильники,2,24843.29,0
2024-01-11,215,64511,Холодильники,5,18479.58,0
2024-01-11,215,64512,Холодильники,2,33756.99,0
2024-01-11,215,64513,Холодильники,1,37424.68,0
2024-01-11,215,64514,Холодильники,3,21713.43,0
2024-01-11,312,64500,Ноутбуки,2,34251.44,0
2024-01-11,312,64501,Ноутбуки,2,26586.13,0
2024-01-11,312,64502,Ноутбуки,2,20991.15,0
2024-01-11,312,64503,Ноутбуки,6,25592.44,0
2024-01-11,312,64504,Ноутбуки,0,40188.12,0
2024-01-11,312,64505,Смартфони,4,27857.73,0
2024-01-11,312,64506,Смартфони,7,9023.32,0
2024-01-11,312,64507,Смартфони,12,13935.85,0
2024-01-11,312,64508,Смартфони,3,16642.02,0
2024-01-11,312,64509,Смартфони,13,33664.94,0
2024-01-11,312,64510,Холодильники,1,25830.34,0
2024-01-11,312,64511,Холодильники,3,19401.35,0
2024-01-11,312,64512,Холодильники,4,33555.01,0
2024-01-11,312,64513,Холодильники,1,32137.35,1
2024-01-11,312,64514,Холодильники,0,21915.35,0
2024-01-12,215,64500,Ноутбуки,1,34346.81,0
2024-01-12,215,64501,Ноутбуки,5,25491.95,0
2024-01-12,215,64502,Ноутбуки,6,20873.75,0
2024-01-12,215,64503,Ноутбуки,6,25752.98,0
2024-01-12,215,64504,Ноутбуки,3,38590.97,0
2024-01-12,215,64505,Смартфони,6,30042.41,0
2024-01-12,215,64506,Смартфони,15,8770.16,0
2024-01-12,215,64507,Смартфони,21,14114.11,0
2024-01-12,215,64508,Смартфони,4,16488.29,0
2024-01-12,215,64509,Смартфони,10,34312.63,0
2024-01-12,215,64510,Холодильники,1,23793.29,0
2024-01-12,215,64511,Холодильники,4,18746.35,0
2024-01-12,215,64512,Холодильники,6,34932.16,0
2024-01-12,215,64513,Холодильники,4,35215.65,0
2024-01-12,215,64514,Холодильники,1,22251.26,0
2024-01-12,312,64500,Ноутбуки,3,36885.65,0
2024-01-12,312,64501,Ноутбуки,1,25015.34,0
2024-01-12,312,64502,Ноутбуки,7,20686.1,0
2024-01-12,312,64503,Ноутбуки,3,26155.97,0
2024-01-12,312,64504,Ноутбуки,1,40931.0,0
2024-01-12,312,64505,Смартфони,3,29003.16,0
2024-01-12,312,64506,Смартфони,10,9281.35,0
2024-01-12,312,64507,Смартфони,14,13959.01,0
2024-01-12,312,64508,Смартфони,8,17379.09,0
2024-01-12,312,64509,Смартфони,17,34365.22,0
2024-01-12,312,64510,Холодильники,3,25561.6,0
2024-01-12,312,64511,Холодильники,4,19040.04,0
2024-01-12,312,64512,Холодильники,2,30783.77,1
2024-01-12,312,64513,Холодильники,1,34792.51,0
2024-01-12,312,64514,Холодильники,1,21844.73,0
2024-01-13,215,64500,Ноутбуки,1,32925.25,0
2024-01-13,215,64501,Ноутбуки,3,25042.6,0
2024-01-13,215,64502,Ноутбуки,10,21725.38,0
2024-01-13,215,64503,Ноутбуки,6,25446.81,0
2024-01-13,215,64504,Ноутбуки,3,40098.36,0
2024-01-13,215,64505,Смартфони,8,30754.33,0
2024-01-13,215,64506,Смартфони,18,9491.31,0
2024-01-13,215,64507,Смартфони,9,14182.5,0
2024-01-13,215,64508,Смартфони,7,17025.11,0
2024-01-13,215,64509,Смартфони,10,32392.21,0
2024-01-13,215,64510,Холодильники,6,20075.07,1
2024-01-13,215,64511,Холодильники,4,18218.54,0
2024-01-13,215,64512,Холодильники,2,33269.37,0
2024-01-13,215,64513,Холодильники,4,31710.43,1
2024-01-13,215,64514,Холодильники,2,22446.96,0
2024-01-13,312,64500,Ноутбуки,1,35097.88,0
2024-01-13,312,64501,Ноутбуки,4,24769.55,0
2024-01-13,312,64502,Ноутбуки,5,21489.22,0
2024-01-13,312,64503,Ноутбуки,3,25858.76,0
2024-01-13,312,64504,Ноутбуки,5,41106.93,0
2024-01-13,312,64505,Смартфони,8,29773.89,0
2024-01-13,312,64506,Смартфони,10,9527.28,0
2024-01-13,312,64507,Смартфони,13,15237.57,0
2024-01-13,312,64508,Смартфони,10,16681.04,0
2024-01-13,312,64509,Смартфони,10,30518.46,0
2024-01-13,312,64510,Холодильники,5,25518.19,0
2024-01-13,312,64511,Холодильники,7,19441.16,0
2024-01-13,312,64512,Холодильники,3,34117.75,0
2024-01-13,312,64513,Холодильники,1,37263.09,0
2024-01-13,312,64514,Холодильники,1,22962.5,0
2024-01-14,215,64500,Ноутбуки,2,34496.38,0
2024-01-14,215,64501,Ноутбуки,3,25751.54,0
2024-01-14,215,64502,Ноутбуки,5,20960.87,0
2024-01-14,215,64503,Ноутбуки,5,24395.72,0
2024-01-14,215,64504,Ноутбуки,12,36805.39,1
2024-01-14,215,64505,Смартфони,5,28718.21,0
2024-01-14,215,64506,Смартфони,15,9411.93,0
2024-01-14,215,64507,Смартфони,26,13977.79,0
2024-01-14,215,64508,Смартфони,10,17266.1,0
2024-01-14,215,64509,Смартфони,17,32062.72,0
2024-01-14,215,64510,Холодильники,3,24505.74,0
2024-01-14,215,64511,Холодильники,1,18418.8,0
2024-01-14,215,64512,Холодильники,0,35730.44,0
2024-01-14,215,64513,Холодильники,5,36816.74,0
2024-01-14,215,64514,Холодильники,3,22302.52,0
2024-01-14,312,64500,Ноутбуки,0,31811.29,0
2024-01-14,312,64501,Ноутбуки,2,25539.4,0
2024-01-14,312,64502,Ноутбуки,7,21303.43,0
2024-01-14,312,64503,Ноутбуки,6,25607.53,0
2024-01-14,312,64504,Ноутбуки,4,38660.19,0
2024-01-14,312,64505,Смартфони,8,28772.7,0
2024-01-14,312,64506,Смартфони,8,9203.14,0
2024-01-14,312,64507,Смартфони,7,15076.63,0
2024-01-14,312,64508,Смартфони,6,16948.05,0
2024-01-14,312,64509,Смартфони,17,34312.07,0
2024-01-14,312,64510,Холодильники,4,24340.78,0
2024-01-14,312,64511,Холодильники,3,20491.14,0
2024-01-14,312,64512,Холодильники,2,35613.25,0
2024-01-14,312,64513,Холодильники,1,35825.81,0
2024-01-14,312,64514,Холодильники,1,21033.65,0
2024-01-15,215,64500,Ноутбуки,0,33480.75,0
2024-01-15,215,64501,Ноутбуки,3,25488.19,0
2024-01-15,215,64502,Ноутбуки,12,19046.73,1
2024-01-15,215,64503,Ноутбуки,2,24945.97,0
2024-01-15,215,64504,Ноутбуки,3,39160.26,0
2024-01-15,215,64505,Смартфони,11,30369.14,0
2024-01-15,215,64506,Смартфони,17,9344.63,0
2024-01-15,215,64507,Смартфони,21,14286.49,0
2024-01-15,215,64508,Смартфони,16,14755.66,1
2024-01-15,215,64509,Смартфони,14,33349.11,0
2024-01-15,215,64510,Холодильники,3,25422.69,0
2024-01-15,215,64511,Холодильники,2,18995.22,0
2024-01-15,215,64512,Холодильники,1,34805.29,0
2024-01-15,215,64513,Холодильники,0,35723.63,0
2024-01-15,215,64514,Холодильники,2,21955.29,0
2024-01-15,312,64500,Ноутбуки,1,35756.35,0
2024-01-15,312,64501,Ноутбуки,3,23844.38,0
2024-01-15,312,64502,Ноутбуки,6,20531.59,0
2024-01-15,312,64503,Ноутбуки,1,24273.34,0
2024-01-15,312,64504,Ноутбуки,3,39934.51,0
2024-01-15,312,64505,Смартфони,7,32410.05,0
2024-01-15,312,64506,Смартфони,19,8274.43,1
2024-01-15,312,64507,Смартфони,10,14454.5,0
2024-01-15,312,64508,Смартфони,9,16422.75,0
2024-01-15,312,64509,Смартфони,11,33658.62,0
2024-01-15,312,64510,Холодильники,2,25093.12,0
2024-01-15,312,64511,Холодильники,2,19389.73,0
2024-01-15,312,64512,Холодильники,5,30782.35,1
2024-01-15,312,64513,Холодильники,4,32468.94,1
2024-01-15,312,64514,Холодильники,3,23258.47,0
2024-01-16,215,64500,Ноутбуки,2,35731.49,0
2024-01-16,215,64501,Ноутбуки,3,24996.37,0
2024-01-16,215,64502,Ноутбуки,2,20497.42,0
2024-01-16,215,64503,Ноутбуки,5,24774.19,0
2024-01-16,215,64504,Ноутбуки,3,40863.39,0
2024-01-16,215,64505,Смартфони,9,28984.18,0
2024-01-16,215,64506,Смартфони,11,9271.21,0
2024-01-16,215,64507,Смартфони,20,13829.26,0
2024-01-16,215,64508,Смартфони,13,16098.98,0
2024-01-16,215,64509,Смартфони,13,34025.56,0
2024-01-16,215,64510,Холодильники,3,23957.13,0
2024-01-16,215,64511,Холодильники,10,19985.18,0
2024-01-16,215,64512,Холодильники,1,34090.6,0
2024-01-16,215,64513,Холодильники,3,36276.97,0
2024-01-16,215,64514,Холодильники,2,22867.05,0
2024-01-16,312,64500,Ноутбуки,1,34873.9,0
2024-01-16,312,64501,Ноутбуки,3,26558.33,0
2024-01-16,312,64502,Ноутбуки,3,20582.62,0
2024-01-16,312,64503,Ноутбуки,1,26362.98,0
2024-01-16,312,64504,Ноутбуки,2,39660.57,0
2024-01-16,312,64505,Смартфони,5,31320.57,0
2024-01-16,312,64506,Смартфони,11,9661.93,0
2024-01-16,312,64507,Смартфони,6,13858.44,0
2024-01-16,312,64508,Смартфони,4,16511.92,0
2024-01-16,312,64509,Смартфони,12,34434.22,0
2024-01-16,312,64510,Холодильники,2,23455.07,0
2024-01-16,312,64511,Холодильники,2,19184.52,0
2024-01-16,312,64512,Холодильники,4,35788.38,0
2024-01-16,312,64513,Холодильники,2,34866.28,0
2024-01-16,312,64514,Холодильники,1,20982.48,0
2024-01-17,215,64500,Ноутбуки,2,34276.01,0
2024-01-17,215,64501,Ноутбуки,7,25875.06,0
2024-01-17,215,64502,Ноутбуки,9,22374.7,0
2024-01-17,215,64503,Ноутбуки,4,25637.73,0
2024-01-17,215,64504,Ноутбуки,4,42513.15,0
2024-01-17,215,64505,Смартфони,10,28922.61,0
2024-01-17,215,64506,Смартфони,11,8326.98,1
2024-01-17,215,64507,Смартфони,7,14154.31,0
2024-01-17,215,64508,Смартфони,6,17404.72,0
2024-01-17,215,64509,Смартфони,10,33588.32,0
2024-01-17,215,64510,Холодильники,5,23454.11,0
2024-01-17,215,64511,Холодильники,6,19258.47,0
2024-01-17,215,64512,Холодильники,5,35980.81,0
2024-01-17,215,64513,Холодильники,1,36949.64,0
2024-01-17,215,64514,Холодильники,4,19363.77,1
2024-01-17,312,64500,Ноутбуки,1,35878.69,0
2024-01-17,312,64501,Ноутбуки,1,25126.62,0
2024-01-17,312,64502,Ноутбуки,0,21437.87,0
2024-01-17,312,64503,Ноутбуки,1,24878.71,0
2024-01-17,312,64504,Ноутбуки,5,40062.37,0
2024-01-17,312,64505,Смартфони,2,29295.88,0
2024-01-17,312,64506,Смартфони,21,8206.35,1
2024-01-17,312,64507,Смартфони,10,14398.94,0
2024-01-17,312,64508,Смартфони,7,16870.74,0
